time(100ns),time_stamp(ms),frame,gaze_direct_L.x,gaze_direct_L.y,gaze_direct_L.z,gaze_direct_R.x,gaze_direct_R.y,gaze_direct_R.z,forward.x,forward.y,forward.z
638203566384770386,1180306,100954,0.03312683,0.4055328,0.9134674,0.0131073,0.3858337,0.9224701,0.1621517,0.3677979,0.9156591
638203566384850387,1180314,100954,0.03077698,0.398056,0.9168396,0.02075195,0.375473,0.92659,0.1621517,0.3677979,0.9156591
638203566384940386,1180323,100955,0.03872681,0.3892517,0.9203033,0.02027893,0.3778992,0.9256134,0.1604565,0.3748381,0.9130992
638203566385030429,1180332,100956,0.03433228,0.3878326,0.9210815,0.02146912,0.3667145,0.9300842,0.1589473,0.3817079,0.9105135
638203566385100429,1180339,100957,0.02940369,0.3840332,0.9228363,0.02001953,0.3704224,0.9286346,0.157448,0.3888384,0.9077527
638203566385190432,1180348,100957,0.03660583,0.3793488,0.9245148,0.01963806,0.3636627,0.9313049,0.157448,0.3888384,0.9077527
638203566385270428,1180356,100958,0.04077148,0.3710632,0.9277039,0.02288818,0.3531342,0.9352875,0.1563431,0.3957208,0.9049652
638203566385350428,1180364,100959,0.02833557,0.3634033,0.9311981,0.02600098,0.3509827,0.9360046,0.15494,0.4027734,0.9020904
638203566385440430,1180373,100960,0.0269165,0.3576965,0.9334412,0.02151489,0.3480072,0.9372253,0.1536338,0.4097837,0.8991518
638203566385520436,1180381,100960,0.03157043,0.3527222,0.9351807,0.02818298,0.3454285,0.9380035,0.1536338,0.4097837,0.8991518
638203566385600428,1180389,100961,0.02844238,0.3435669,0.9386902,0.0368042,0.338028,0.9404144,0.1523959,0.4165649,0.8962417
638203566385690764,1180398,100962,0.02656555,0.3405762,0.9398346,0.03659058,0.3353424,0.9413757,0.150995,0.4232411,0.8933463
638203566385770714,1180406,100963,0.03027344,0.3402405,0.9398346,0.03601074,0.3245239,0.9451904,0.1496853,0.4297727,0.8904436
638203566385850714,1180414,100963,0.02996826,0.3370667,0.9409943,0.03260803,0.322052,0.9461517,0.1496853,0.4297727,0.8904436
638203566385940713,1180423,100964,0.03930664,0.322403,0.9457703,0.03605652,0.3098907,0.9500732,0.1481937,0.4363257,0.8875012
638203566386020913,1180431,100965,0.03279114,0.3234406,0.9456635,0.03771973,0.3094482,0.9501495,0.1465976,0.4424278,0.8847411
638203566386100748,1180439,100966,0.03631592,0.3196564,0.9468231,0.03878784,0.2989044,0.9534912,0.1452521,0.4484878,0.8819073
