time(100ns),time_stamp(ms),frame,gaze_direct_L.x,gaze_direct_L.y,gaze_direct_L.z,gaze_direct_R.x,gaze_direct_R.y,gaze_direct_R.z,forward.x,forward.y,forward.z
638203556934015581,235230,15860,0.06660461,0.00982666,0.9977264,0.07507324,0.01878357,0.996994,-0.117548,0.6320075,0.7659954
638203556934105579,235239,15861,0.07197571,0.009490967,0.9973602,0.08183289,0.01495361,0.996521,-0.119187,0.6369499,0.761636
638203556934191731,235248,15862,0.06808472,0.003585815,0.9976654,0.0852356,0.01812744,0.9961853,-0.1202473,0.6416394,0.757522
638203556934261732,235255,15863,0.06820679,-0.0006561279,0.9976654,0.07260132,0.02122498,0.9971313,-0.1213265,0.6461998,0.7534625
638203556934351738,235264,15863,0.06550598,-0.0002593994,0.9978485,0.07368469,0.01942444,0.9970856,-0.1213265,0.6461998,0.7534625
638203556934431731,235272,15864,0.06239319,-0.005966187,0.9980316,0.08294678,0.00958252,0.9965057,-0.1221921,0.6506374,0.7494932
638203556934521734,235281,15865,0.06546021,-0.01066589,0.9977875,0.08682251,0.01681519,0.9960785,-0.1229844,0.6545644,0.7459358
638203556934601736,235289,15866,0.06309509,-0.01054382,0.9979401,0.08511353,0.01319885,0.9962769,-0.1235375,0.6585597,0.7423191
638203556934681740,235297,15866,0.06454468,-0.01431274,0.9978027,0.08453369,0.008956909,0.9963684,-0.1235375,0.6585597,0.7423191
638203556934771734,235306,15867,0.06526184,-0.0116272,0.9977875,0.08460999,0.006286621,0.9963837,-0.1238362,0.6621819,0.7390397
638203556934851730,235314,15868,0.06686401,-0.01255798,0.9976807,0.08146667,-0.007827759,0.9966431,-0.1244199,0.6659411,0.7355557
638203556934931732,235322,15869,0.07118225,-0.01803589,0.9972992,0.08422852,-0.007110596,0.9964142,-0.1247776,0.6692967,0.7324428
638203556935011731,235330,15869,0.07070923,-0.01898193,0.9973145,0.08261108,-0.008850098,0.9965363,-0.1247776,0.6692967,0.7324428
638203556935101733,235339,15870,0.06790161,-0.01905823,0.9974976,0.08004761,-0.01483154,0.9966736,-0.1248168,0.6725493,0.7294506
638203556935181730,235347,15871,0.06698608,-0.01977539,0.9975433,0.08427429,-0.008911133,0.9963989,-0.1251228,0.6759468,0.7262508
638203556935261731,235355,15872,0.070755,-0.01809692,0.9973145,0.08415222,-0.014328,0.9963379,-0.1250676,0.6789257,0.7234764
638203556935351725,235364,15872,0.07090759,-0.02079773,0.9972534,0.08436584,-0.01171875,0.9963531,-0.1254242,0.6818917,0.7206195
638203556935431731,235372,15873,0.06787109,-0.02250671,0.9974365,0.08467102,-0.015625,0.9962769,-0.1254242,0.6818917,0.7206195
638203556935516826,235380,15874,0.07522583,-0.02012634,0.9969482,0.08442688,-0.01948547,0.9962311,-0.1256237,0.6846835,0.7179325
638203556935596831,235388,15875,0.06645203,-0.01843262,0.9976044,0.08508301,-0.01838684,0.9962006,-0.1258213,0.6873899,0.7153071
638203556935676828,235396,15875,0.06733704,-0.01928711,0.9975281,0.08573914,-0.01725769,0.9961548,-0.1258213,0.6873899,0.7153071
638203556935766830,235405,15876,0.06884766,-0.02471924,0.9973145,0.08447266,-0.01446533,0.9963074,-0.1257162,0.6900347,0.7127746
638203556935851915,235414,15877,0.06973267,-0.02426147,0.9972687,0.0821991,-0.01933289,0.9964142,-0.1257302,0.6924719,0.7104046
638203556935931918,235422,15878,0.06642151,-0.02752686,0.997406,0.08094788,-0.01765442,0.9965515,-0.1254785,0.6949649,0.7080106
638203556936021919,235431,15879,0.07044983,-0.0308075,0.9970245,0.08068848,-0.01882935,0.9965515,-0.1252885,0.6975355,0.705512
638203556936101917,235439,15879,0.07026672,-0.03233337,0.996994,0.08755493,-0.01483154,0.996048,-0.1252885,0.6975355,0.705512
638203556936177023,235446,15880,0.06854248,-0.03279114,0.9971008,0.08049011,-0.01255798,0.9966736,-0.1251151,0.6997761,0.7033205
638203556936267065,235455,15881,0.0696106,-0.03244019,0.9970398,0.08297729,-0.01637268,0.9964142,-0.1248581,0.7018657,0.701281
638203556936347044,235463,15881,0.06834412,-0.04530334,0.9966278,0.08537292,-0.02124023,0.996109,-0.1248581,0.7018657,0.701281
638203556936437055,235472,15882,0.0531311,-0.02613831,0.9982452,0.07318115,0.0005187988,0.9973145,-0.1248425,0.7038608,0.6992813
638203556936512304,235480,15883,0.04797363,-0.01451111,0.9987335,0.06144714,-0.001480103,0.9981079,-0.1247792,0.7056563,0.6974807
638203556936602335,235489,15884,0.0422821,-0.01400757,0.9989929,0.06570435,0.001647949,0.9978333,-0.1248451,0.707373,0.6957278
638203556936682332,235497,15884,0.04043579,-0.01538086,0.999054,0.06748962,-0.0003814697,0.9977112,-0.1248451,0.707373,0.6957278
638203556936762334,235505,15885,0.05299377,-0.01753235,0.9984283,0.06904602,-0.0027771,0.9976044,-0.1248473,0.7088681,0.694204
638203556936852331,235514,15886,0.04551697,-0.01434326,0.9988556,0.07014465,-0.002288818,0.9975281,-0.124954,0.7103075,0.6927119
638203556936932332,235522,15887,0.04884338,-0.01661682,0.9986572,0.06330872,0.0001983643,0.9979858,-0.1247033,0.7116044,0.6914248
638203556937012333,235530,15887,0.04829407,-0.02449036,0.9985199,0.06918335,0.00743103,0.9975739,-0.1247033,0.7116044,0.6914248
638203556937102335,235539,15888,0.04867554,-0.02053833,0.9985962,0.07261658,0.003585815,0.997345,-0.1248087,0.7126608,0.690317
638203556937187418,235547,15889,0.04789734,-0.01747131,0.9986877,0.07006836,0.002166748,0.9975281,-0.1245721,0.7136534,0.6893335
638203556937267419,235555,15890,0.04743958,-0.01803589,0.998703,0.072052,0.003982544,0.9973907,-0.1246675,0.7147789,0.6881491
638203556937347420,235563,15890,0.04710388,-0.01780701,0.9987183,0.06983948,0.004959106,0.9975433,-0.1246675,0.7147789,0.6881491
638203556937437422,235572,15891,0.0459137,-0.01773071,0.9987793,0.06785583,0.005142212,0.9976807,-0.1243814,0.7160275,0.6869017
638203556937517453,235580,15892,0.0448761,-0.01795959,0.9988251,0.06835938,0.00453186,0.9976501,-0.1243713,0.7171867,0.6856932
638203556937607455,235589,15893,0.04402161,-0.01698303,0.9988708,0.06846619,0.005172729,0.9976349,-0.1241601,0.7183922,0.6844683
638203556937677456,235596,15893,0.04394531,-0.01748657,0.9988708,0.06813049,0.005722046,0.9976501,-0.1241601,0.7183922,0.6844683
638203556937767454,235605,15894,0.04408264,-0.01722717,0.9988708,0.06773376,0.005233765,0.9976807,-0.1241733,0.7194754,0.6833272
638203556937844008,235613,15895,0.04420471,-0.01853943,0.9988403,0.06785583,0.00567627,0.9976654,-0.1241556,0.7205328,0.6822155
638203556937934041,235622,15896,0.04420471,-0.01901245,0.9988403,0.06797791,0.005340576,0.9976654,-0.1240732,0.7215349,0.6811705
638203556938014044,235630,15896,0.04421997,-0.01870728,0.9988403,0.06626892,0.005981445,0.9977722,-0.1240732,0.7215349,0.6811705
638203556938104042,235639,15897,0.04704285,-0.01731873,0.9987335,0.06454468,0.005844116,0.9978943,-0.1241119,0.722566,0.6800696
638203556938179149,235646,15898,0.04986572,-0.01585388,0.9986267,0.06474304,0.00579834,0.997879,-0.1241737,0.7234197,0.6791502
638203556938269177,235655,15899,0.05010986,-0.01316833,0.998642,0.06495667,0.005203247,0.9978638,-0.1242988,0.7245409,0.6779309
638203556938344276,235663,15899,0.05062866,-0.01303101,0.9986267,0.06459045,0.005249023,0.9978943,-0.1242988,0.7245409,0.6779309
638203556938434276,235672,15900,0.04994202,-0.01139832,0.9986725,0.06468201,0.007614136,0.9978638,-0.1243511,0.7254413,0.6769577
638203556938514312,235680,15901,0.05000305,-0.01165771,0.9986725,0.06503296,0.008682251,0.9978333,-0.1243805,0.7263608,0.6759656
638203556938604314,235689,15902,0.05104065,-0.00958252,0.998642,0.065979,0.00970459,0.9977722,-0.1244475,0.7274026,0.674832
638203556938684316,235697,15902,0.05122375,-0.009185791,0.998642,0.06665039,0.009277344,0.9977264,-0.1244475,0.7274026,0.674832
638203556938764313,235705,15903,0.05126953,-0.009857178,0.9986267,0.06619263,0.01150513,0.9977264,-0.1243365,0.7282843,0.6739009
638203556938844311,235713,15904,0.05175781,-0.00769043,0.9986267,0.06497192,0.01107788,0.997818,-0.1245389,0.7292199,0.672851
638203556938934346,235722,15905,0.05174255,-0.007492065,0.9986267,0.06440735,0.01094055,0.9978485,-0.1247885,0.7301528,0.6717921
638203556939014349,235730,15905,0.0521698,-0.007385254,0.9985962,0.06381226,0.01081848,0.9978943,-0.1247885,0.7301528,0.6717921
638203556939104346,235739,15906,0.0524292,-0.007797241,0.9985809,0.06365967,0.01091003,0.9979095,-0.1249572,0.7311177,0.6707106
638203556939179444,235746,15907,0.05247498,-0.006713867,0.9985962,0.06285095,0.0118103,0.9979401,-0.1253061,0.7321468,0.6695217
638203556939269478,235755,15908,0.0526123,-0.005844116,0.9985962,0.06329346,0.01211548,0.9979095,-0.125763,0.7330582,0.6684381
638203556939344572,235763,15908,0.0519104,-0.005279541,0.9986267,0.06369019,0.012146,0.9978943,-0.125763,0.7330582,0.6684381
638203556939434572,235772,15909,0.05230713,-0.00479126,0.9986115,0.06443787,0.01277161,0.9978333,-0.1258795,0.7338806,0.667513
638203556939514612,235780,15910,0.05215454,-0.004226685,0.9986267,0.06404114,0.01309204,0.9978485,-0.1262873,0.7347027,0.6665309
638203556939594615,235788,15911,0.05160522,-0.004104614,0.9986572,0.06472778,0.01519775,0.9977722,-0.1264316,0.7353867,0.6657487
638203556939684614,235797,15912,0.05140686,-0.003875732,0.9986572,0.06477356,0.01530457,0.9977722,-0.1268684,0.7360079,0.6649789
638203556939764610,235805,15912,0.05181885,-0.003173828,0.998642,0.06492615,0.01564026,0.997757,-0.1268684,0.7360079,0.6649789
638203556939844612,235813,15913,0.05102539,-0.002410889,0.9986877,0.06509399,0.01603699,0.9977417,-0.12737,0.736537,0.6642967
638203556939934643,235822,15914,0.05206299,-0.002059937,0.9986267,0.06469727,0.01617432,0.9977722,-0.1279096,0.7371175,0.6635487
638203556940014652,235830,15914,0.05209351,-0.002609253,0.9986267,0.0647583,0.01679993,0.997757,-0.1279096,0.7371175,0.6635487
638203556940094644,235838,15915,0.0524292,-0.0009613037,0.9986115,0.06500244,0.01704407,0.9977264,-0.1282278,0.7375461,0.6630108
638203556940184759,235847,15916,0.05241394,0.0006866455,0.9986115,0.0650177,0.01759338,0.9977264,-0.1287422,0.7379907,0.6624162
